DateTime,Precipitation,Temperature,Wind_speed,Humidity,Load,holiday,month,hour
2022/1/17 17:00,0.33409665556971135,0.4876210834993979,0.7617585959452603,0.08431268562806449,0.6051365279691869,0.023021301494701718,0.352270396394589,0.8354065951980113
2022/1/17 18:00,0.4416167793402763,0.32726616886059834,0.21622575235613606,0.8716281912293501,0.37060940126209174,0.2796242937213467,0.6363492389564385,0.5648939134638338
2022/1/17 19:00,0.6725958718443847,0.3122274819311529,0.13641111889366853,0.8677115261717098,0.08443603180608228,0.21943622730327683,0.36048219825139416,0.3887462211472126
2022/1/17 20:00,0.14397585260040346,0.17593272663671256,0.7810778608364601,0.6644005047990061,0.7878899318885157,0.46251262034070273,0.597564872513223,0.3726712453307436
2022/1/17 21:00,0.48194180009040977,0.47981213663414146,0.9546333122633226,0.05427024107207623,0.00644935845571748,0.09289807910667547,0.4295279444089285,0.5610710663682202
2022/1/17 22:00,0.00423889515800302,0.5577249644888037,0.08560514096383276,0.3099246592124053,0.9928787174512559,0.36924213553732776,0.6108746318393539,0.9750910393160809
2022/1/17 23:00,0.6317102940451952,0.5618622625890144,0.4504983036988697,0.2750511201895315,0.7343577837601899,0.22700463455373365,0.17719380578243582,0.34777894838474144
2022/1/18 0:00,0.6470734074412922,0.05117022328676435,0.4847316316437804,0.3090482979600694,0.32320621542141836,0.6263863253357275,0.63518334512034,0.02337226552223548
2022/1/18 1:00,0.39341710312287126,0.6517913017296902,0.5800262024397739,0.20655469940868532,0.15988480764941826,0.8388472405642011,0.3197950335131927,0.6133328325757068
2022/1/18 2:00,0.4289526555625831,0.18494120125759417,0.6150077014376375,0.6423294899291736,0.9269267148585553,0.11971922665402346,0.15734246704528432,0.05617089384621998
2022/1/18 3:00,0.11058623659149425,0.4591130616804675,0.3760852671918252,0.5463321116245337,0.6306531874172489,0.3430728907124132,0.31549035918014123,0.8555993520117848
2022/1/18 4:00,0.17377316171837576,0.351230451957947,0.5802158590020475,0.6600346166331527,0.29660936972331264,0.627234479455926,0.8959745073595058,0.5243173673765683
2022/1/18 5:00,0.08839224681704694,0.2203262023219441,0.6867119277946373,0.7486352988006229,0.23110884526123432,0.8654839876507319,0.863501090037729,0.45488639594376423
2022/1/18 6:00,0.16146262859916793,0.027502320033791827,0.25000685234464715,0.35461855748892246,0.5751811462502414,0.5536214559691008,0.1448011373863054,0.5754410172830631
2022/1/18 7:00,0.08034244240459465,0.9976882203382288,0.9038319494682817,0.9932697509168721,0.051647403938030245,0.29181691184525305,0.5821828743923042,0.8556746860387145
2022/1/18 8:00,0.6740283133004976,0.12038380414995598,0.6542485953022914,0.870838132609159,0.2620147972513981,0.6837218575001724,0.34446256682785714,0.9995789793126328
2022/1/18 9:00,0.05803501048468629,0.4476929257590937,0.8216994316886121,0.2824040415535354,0.6801662281349716,0.07408027143311602,0.22775937970996885,0.7040299039587299
2022/1/18 10:00,0.09479632099401492,0.32197178480520294,0.4619218780619607,0.4843122566967506,0.36541179156092196,0.1481001963757661,0.17697849943350286,0.7119793104517408
2022/1/18 11:00,0.47081213464455673,0.4778670759300505,0.04328948628148788,0.7605439456799535,0.4688229877268446,0.5748280964314243,0.7046528047256555,0.23532955776901432
2022/1/18 12:00,0.1334467381756197,0.7071280606956466,0.6224457301619882,0.2820975450128771,0.06519473814700394,0.2153986897432184,0.4821443745507985,0.06648440164137137
2022/1/18 13:00,0.8426581966827046,0.41795015284287407,0.5470304109888127,0.6654512990399529,0.07168833463535951,0.512839138432417,0.34905499423659636,0.3824248179680413
