DateTime,Precipitation,Temperature,Wind_speed,Humidity,Load
2020/1/31 18:00,0,10.83,3.8125,44.7925,242.2568239
2020/1/31 19:00,0,9.8575,3.745,50.0325,225.5301605
2020/1/31 20:00,0,9.115,3.81,54.835,217.3200438
2020/1/31 21:00,0,8.79,3.295,55.765,212.3783949
2020/1/31 22:00,0,8.51,3.0775,58.9275,203.9980545
2020/1/31 23:00,0,8.4225,2.4775,58.3625,180.2431907
2020/2/1 0:00,0,7.9575,2.7175,61.2025,162.3492169
2020/2/1 1:00,0,7.62,2.8825,64.09,152.1449465
2020/2/1 2:00,0,7.51,2.5675,63.76,147.1449465
2020/2/1 3:00,0,7.43,2.71,62.805,142.9474757
2020/2/1 4:00,0,7.35,2.8525,62.4325,147.4027286
2020/2/1 5:00,0,7.295,3.045,61.88,148.4289883
2020/2/1 6:00,0,7.2575,3.32,62.8575,164.0856031
2020/2/1 7:00,0,7.225,3.595,63.8575,172.3054426
2020/2/1 8:00,0.0025,7.4225,3.6625,63.98,216.1770282
2020/2/1 9:00,0.01,8.01,3.3725,62.085,233.2733463
2020/2/1 10:00,0.01,8.6025,3.085,60.095,232.9912354
2020/2/1 11:00,0.01,9.2625,3.175,58.8475,227.9134144
2020/2/1 12:00,0.01,9.855,3.44,56.565,224.8686916
2020/2/1 13:00,0.01,10.255,3.175,53.905,220.9046693
2020/2/1 14:00,0.01,10.62,3.235,52.9025,225.2188716
2020/2/1 15:00,0.01,10.4425,3.435,53.895,217.4416391
2020/2/1 16:00,0.01,10.185,3.7875,54.835,222.1984339
2020/2/1 17:00,0.01,10.035,4.19,56.375,237.0136187
2020/2/1 18:00,0.01,9.785,4.635,59.54,229.1537111
2020/2/1 19:00,0.01,9.51,4.295,61.0375,231.6585554
2020/2/1 20:00,0.01,9.14,4.1725,61.97,223.1760652
2020/2/1 21:00,0.01,8.82,3.705,64.145,219.3822957
2020/2/1 22:00,0.015,8.54,3.6125,66.875,206.0846158
2020/2/1 23:00,0.02,8.335,4.1925,70.42,190.063215
2020/2/2 0:00,0.0225,7.925,4.775,73.605,169.0126459
2020/2/2 1:00,0.03,7.89,4.27,74.25,156.2840418
2020/2/2 2:00,0.035,7.545,4.495,78.6725,148.7354086
2020/2/2 3:00,0.04,7.3675,3.9825,80.2025,158.4095379
2020/2/2 4:00,0.05,7.1925,4.0725,81.835,162.2373589
2020/2/2 5:00,0.055,7.095,4.48,83.0525,158.3463084
2020/2/2 6:00,0.06,7.0175,5.1475,84.265,168.0836576
2020/2/2 7:00,0.06,6.8525,5.695,86.0825,183.8035068
2020/2/2 8:00,0.065,6.9275,5.2175,86.4925,224.6595233
2020/2/2 9:00,0.07,7.185,4.9075,85.99,238.2684922
2020/2/2 10:00,0.07,7.525,4.595,84.98,235.3355982
2020/2/2 11:00,0.07,7.6575,4.7525,84.9375,238.7256907
2020/2/2 12:00,0.065,7.915,5.02,84.2375,239.1731518
2020/2/2 13:00,0.06,8.135,4.835,83.5625,225.7490418
2020/2/2 14:00,0.055,7.915,5.4925,83.3375,226.1818969
2020/2/2 15:00,0.05,7.67,5.675,83.9,224.9124514
2020/2/2 16:00,0.045,7.43,5.86,84.5275,244.9708123
2020/2/2 17:00,0.04,7.25,6.035,85.765,246.6731469
2020/2/2 18:00,0.04,7.16,6.425,86.34,253.0933852
2020/2/2 19:00,0.0325,7.075,7.195,85.04,242.0768337
2020/2/2 20:00,0.0375,7.0025,7.42,85.0125,229.3190613
2020/2/2 21:00,0.0475,6.95,6.745,84.855,214.5768482
2020/2/2 22:00,0.0575,6.7725,6.525,85.5075,217.5
2020/2/2 23:00,0.07,6.51,6.08,86.765,191.7509728
2020/2/3 0:00,0.08,6.45,5.37,86.6975,173.5116732
2020/2/3 1:00,0.095,6.39,6.0125,86.6425,156.3472714
2020/2/3 2:00,0.105,6.33,5.3825,86.235,148.6673103
2020/2/3 3:00,0.11,6.27,5.14,86.1075,148.2052529
2020/2/3 4:00,0.12,6.2075,4.9,86.5525,143.7159484
2020/2/3 5:00,0.12,6.14,4.84,85.9975,152.7529232
2020/2/3 6:00,0.11,6.06,5.0725,86.1275,152.9863765
2020/2/3 7:00,0.1,5.98,5.31,86.2575,181.4980496
2020/2/3 8:00,0.0875,6.125,5.715,85.965,216.8920233
2020/2/3 9:00,0.0725,6.6325,5.715,84.1925,236.5612889
2020/2/3 10:00,0.0575,7.265,4.7025,81.175,232.7237305
2020/2/3 11:00,0.05,8.12,4.1675,77.23,228.9688813
2020/2/3 12:00,0.04,8.875,4.3425,72.58,226.7120671
2020/2/3 13:00,0.04,9.2925,5.0025,69.1225,224.7422276
2020/2/3 14:00,0.03,9.4,4.975,67.435,220.1702335
2020/2/3 15:00,0.03,9.335,4.2775,68.045,216.994178
2020/2/3 16:00,0.03,9.15,4.665,68.4875,220.9289835
2020/2/3 17:00,0.03,8.8075,4.3875,71.2725,228.7694504
2020/2/3 18:00,0.0225,8.5575,3.84,72.8325,233.5651605
2020/2/3 19:00,0.02,8.185,3.67,75.53,224.0807247
2020/2/3 20:00,0.02,7.765,3.5,78.61,209.0029037
2020/2/3 21:00,0.02,7.4925,3.1025,79.94,204.6595233
2020/2/3 22:00,0.02,7.1425,3.0075,81.81,189.7227724
2020/2/3 23:00,0.02,6.9725,3.405,82.4375,178.1906615
2020/2/4 0:00,0.02,6.64,2.9775,83.4625,157.5778161
2020/2/4 1:00,0.02,6.1625,2.92,85.19,138.433857
2020/2/4 2:00,0.02,5.875,2.85,86.5,140.7392996
2020/2/4 3:00,0.02,5.7275,2.755,86.9975,127.3881274
2020/2/4 4:00,0.02,5.4575,2.655,87.5225,130.8803551
2020/2/4 5:00,0.01,5.15,2.63,87.9375,129.9854134
2020/2/4 6:00,0.01,5.1425,2.73,88.135,145.0243191
2020/2/4 7:00,0.01,5.135,2.83,88.3475,169.3239251
2020/2/4 8:00,0.01,5.6,2.8425,87,197.8550535
2020/2/4 9:00,0.01,6.92,2.7125,82.475,212.6070088
2020/2/4 10:00,0.01,8.4075,2.58,76.1825,205.7198298
2020/2/4 11:00,0.01,9.7325,2.475,70.1125,207.3929864
2020/2/4 12:00,0.01,10.615,2.6375,65.2275,197.9182879
2020/2/4 13:00,0.01,11.3675,2.95,60.9875,202.3686868
2020/2/4 14:00,0.01,11.84,2.72,59.1125,185.9581712
2020/2/4 15:00,0.01,12.0575,2.435,57.4,193.681892
2020/2/4 16:00,0.01,11.94,2.525,57.64,207.7529329
2020/2/4 17:00,0.01,11.42,2.44,58.56,212.2616683
2020/2/4 18:00,0.01,10.5125,2.29,63.1075,224.6400778
2020/2/4 19:00,0.01,9.435,2.74,69.44,221.6001946
2020/2/4 20:00,0.01,8.4675,3.25,74.445,224.6011576
2020/2/4 21:00,0.0025,7.865,3.025,78.58,203.1955107
2020/2/4 22:00,0,7.385,2.875,81.075,195.2091391
2020/2/4 23:00,0,7.135,3.2825,82.0375,178.6527286
2020/2/5 0:00,0,6.9275,3.155,82.9475,153.17607
2020/2/5 1:00,0,6.725,3.1025,82.9075,148.4922179
2020/2/5 2:00,0,6.5575,3.595,83.5375,136.6245185
2020/2/5 3:00,0,6.46,3.96,84.085,132.3103161
2020/2/5 4:00,0,6.27,4.48,84.4425,130.5301605
2020/2/5 5:00,0,5.94,4.65,84.4025,131.8677091
2020/2/5 6:00,0,5.7175,4.635,84.4825,145.6420282
2020/2/5 7:00,0,5.6525,4.7025,84.9225,172.6410457
