DateTime,Precipitation,Temperature,Wind_speed,Humidity,Load,holiday,month,hour
2022/9/17 18:00,0,31.71,6.67,35.485,690.807393,0,8,18
2022/9/17 19:00,0,30.4875,6.7725,38.48,687.4610895,0,8,19
2022/9/17 20:00,0,29.5375,6.73,41.995,655.1167315,0,8,20
2022/9/17 21:00,0,28.975,6.4375,43.62,628.9883268,0,8,21
2022/9/17 22:00,0,28.37,5.905,45.6175,621.8531128,0,8,22
2022/9/17 23:00,0,27.455,4.895,48.235,650.4182879,0,8,23
2022/9/18 0:00,0,26.84,4.475,50.0525,623.3608949,0,8,0
2022/9/18 1:00,0,26.265,4.53,52.315,600.3356031,0,8,1
2022/9/18 2:00,0,25.635,3.85,55.34,575.0875486,0,8,2
2022/9/18 3:00,0,25.2225,3.93,56.88,558.0544747,0,8,3
2022/9/18 4:00,0,25.16,3.5325,57.0425,557.7675097,0,8,4
2022/9/18 5:00,0,25.185,3.245,57.0375,576.9698444,0,8,5
2022/9/18 6:00,0,25.25,3.7475,57.1625,578.5749027,0,8,6
2022/9/18 7:00,0,25.75,3.5375,55.6125,628.540856,0,8,7
2022/9/18 8:00,0,26.865,3.8975,51.9625,704.7470817,0,8,8
2022/9/18 9:00,0,28.8,3.8875,45.47,757.3589494,0,8,9
2022/9/18 10:00,0,30.4675,3.875,40.3175,763.438716,0,8,10
2022/9/18 11:00,0,32.19,4.425,36.18,710.5933852,0,8,11
2022/9/18 12:00,0,33.5475,5.79,33.3175,709.3677043,0,8,12
2022/9/18 13:00,0,34.2025,6.955,32.1825,736.979572,0,8,13
2022/9/18 14:00,0,34.39,8.035,31.8575,765.2140078,0,8,14
2022/9/18 15:00,0,34.26,8.715,31.9675,769.1342412,0,8,15
2022/9/18 16:00,0,33.6975,9.0025,32.87,776.2354086,0,8,16
2022/9/18 17:00,0,32.975,9.03,34.33,702.2957198,0,8,17
2022/9/18 18:00,0,32.005,8.63,36.5975,686.1867704,0,8,18
2022/9/18 19:00,0,31.1,8.59,38.455,678.9007782,0,8,19
2022/9/18 20:00,0,30.2,8.265,40.3425,645.9678988,0,8,20
2022/9/18 21:00,0,29.2625,5.995,42.8025,606.8433852,0,8,21
2022/9/18 22:00,0,28.55,5.075,44.425,602.786965,0,8,22
2022/9/18 23:00,0,27.9325,6.495,45.48,646.5418288,0,8,23
2022/9/19 0:00,0,27.42,6.085,46.865,620.364786,0,8,0
2022/9/19 1:00,0,26.7975,5.48,48.6975,594.5963035,0,8,1
2022/9/19 2:00,0,26.305,4.1925,50.1675,578.0836576,0,8,2
2022/9/19 3:00,0,26.0175,3.675,50.905,567.0330739,0,8,3
2022/9/19 4:00,0,25.47,4.1475,53.18,562.5680934,0,8,4
2022/9/19 5:00,0,24.88,4.79,56.4075,581.1527237,0,8,5
2022/9/19 6:00,0,24.96,4.4125,56.575,602.3784047,0,8,6
2022/9/19 7:00,0,25.44,4.63,55.1675,680.7733463,0,8,7
2022/9/19 8:00,0,26.5875,4.6575,51.41,786.5223735,0,8,8
2022/9/19 9:00,0,27.8075,4.6075,47.4725,825.9824903,0,8,9
2022/9/19 10:00,0,29.2025,4.9575,42.9725,835.7879377,0,8,10
2022/9/19 11:00,0,30.43,5.4075,39.3625,774.5087549,0,8,11
2022/9/19 12:00,0,31.04,6.1575,37.7625,786.0262646,0,8,12
2022/9/19 13:00,0,31.565,6.39,36.46,808.0593385,0,8,13
2022/9/19 14:00,0,31.995,5.8925,35.5075,842.1546693,0,8,14
2022/9/19 15:00,0,31.9,6.5225,35.75,861.0457198,0,8,15
2022/9/19 16:00,0,31.6675,7.63,36.7625,853.9396887,0,8,16
2022/9/19 17:00,0,31.0075,8.675,39.5475,750.9776265,0,8,17
2022/9/19 18:00,0,30.055,9.465,42.7,725.442607,0,8,18
2022/9/19 19:00,0,29.1525,9.22,45.33,704.9951362,0,8,19
2022/9/19 20:00,0,28.27,8.815,47.4625,675.8949416,0,8,20
2022/9/19 21:00,0,27.6075,8.33,48.4275,638.1274319,0,8,21
2022/9/19 22:00,0,27.0775,7.5175,49.765,636.8628405,0,8,22
2022/9/19 23:00,0,26.6425,7.46,50.8625,661.6585603,0,8,23
2022/9/20 0:00,0,26.1275,6.9675,52.2375,636.7023346,0,8,0
2022/9/20 1:00,0,25.765,6.595,53.1525,606.0311284,0,8,1
2022/9/20 2:00,0,25.3725,6.68,54.2025,586.7363813,0,8,2
2022/9/20 3:00,0,25.1175,5.8975,53.5975,568.9980545,0,8,3
2022/9/20 4:00,0,24.7325,5.7125,52.3,569.2412451,0,8,4
2022/9/20 5:00,0,24.42,5.6525,51.845,585.2577821,0,8,5
2022/9/20 6:00,0,24.6075,6.1625,50.1675,608.7305447,0,8,6
2022/9/20 7:00,0,24.7925,6.55,49.24,665.8560311,0,8,7
2022/9/20 8:00,0,25.315,6.09,47.3125,756.3570039,0,8,8
2022/9/20 9:00,0,26.605,5.965,43.3725,800.9484436,0,8,9
2022/9/20 10:00,0,28.155,5.9125,39.2825,802.655642,0,8,10
2022/9/20 11:00,0,29.3325,6.785,36.2325,741.172179,0,8,11
2022/9/20 12:00,0,29.735,7.745,35.0975,739.0710117,0,8,12
2022/9/20 13:00,0,29.725,8.505,35.3425,763.8472763,0,8,13
2022/9/20 14:00,0,29.7575,9.0325,35.3675,778.1031128,0,8,14
2022/9/20 15:00,0,29.5,9.4125,35.7675,772.5145914,0,8,15
2022/9/20 16:00,0,29.04,9.955,36.4975,758.9105058,0,8,16
2022/9/20 17:00,0,28.055,10.6475,39.39,669.2169261,0,8,17
2022/9/20 18:00,0,26.8625,11.4225,41.87,663.5749027,0,8,18
2022/9/20 19:00,0,25.9675,11.0475,43.34,639.0029183,0,8,19
2022/9/20 20:00,0,25.205,11.025,44.225,601.8628405,0,8,20
2022/9/20 21:00,0,24.505,10.5675,45.71,560.1848249,0,8,21
2022/9/20 22:00,0,23.8025,9.875,47.31,554.5038911,0,8,22
2022/9/20 23:00,0,23.2525,9.5325,48.135,614.3871595,0,8,23
2022/9/21 0:00,0,22.8225,9.255,48.515,595.5398833,0,8,0
2022/9/21 1:00,0,22.3025,9.29,50.0325,570.5398833,0,8,1
2022/9/21 2:00,0,22.02,8.51,51.2175,552.3881323,0,8,2
2022/9/21 3:00,0,21.695,7.9225,52.2675,535.3356031,0,8,3
2022/9/21 4:00,0,21.1875,7.975,52.8,532.0038911,0,8,4
2022/9/21 5:00,0,20.8,8.26,54.045,546.327821,0,8,5
2022/9/21 6:00,0,20.925,8.28,53.8225,582.4124514,0,8,6
2022/9/21 7:00,0,21.14,8.3,53.3075,628.5214008,0,8,7
2022/9/21 8:00,0,21.535,8.3425,52.195,695.5058366,0,8,8
2022/9/21 9:00,0,22.5425,8.1925,49.2175,724.9319066,0,8,9
2022/9/21 10:00,0,23.04,8.12,48.395,713.5359922,0,8,10
2022/9/21 11:00,0,23.0075,8.765,49.435,639.0807393,0,8,11
2022/9/21 12:00,0,23.205,8.805,49.295,635.5398833,0,8,12
2022/9/21 13:00,0,23.405,8.285,49.1825,666.8579767,0,8,13
2022/9/21 14:00,0,23.335,8.17,49.81,693.2782101,0,8,14
2022/9/21 15:00,0.005,23.0825,8.0725,50.88,699.348249,0,8,15
2022/9/21 16:00,0.01,23.01,8.215,51.46,693.9494163,0,8,16
2022/9/21 17:00,0.01,22.285,8.4,54,615.5544747,0,8,17
2022/9/21 18:00,0.01,21.4225,8,57.4475,619.2752918,0,8,18
2022/9/21 19:00,0.01,20.825,8.0775,60.54,587.8939689,0,8,19
2022/9/21 20:00,0.01,20.2975,8.335,62.5325,556.4737354,0,8,20
2022/9/21 21:00,0.01,19.94,7.5675,63.8925,520.3404669,0,8,21
2022/9/21 22:00,0.01,19.4925,7.0375,65.73,510.2042802,0,8,22
2022/9/21 23:00,0.01,19.2975,7.1275,66.4325,567.057393,0,8,23
2022/9/22 0:00,0.01,19.1525,7.34,66.935,546.0700389,0,8,0
2022/9/22 1:00,0.01,19.005,7.16,67.4525,527.9036965,0,8,1
2022/9/22 2:00,0.01,18.755,6.9125,68.6875,514.2558366,0,8,2
2022/9/22 3:00,0.01,18.465,6.8075,70.4675,510.5301556,0,8,3
2022/9/22 4:00,0.01,18.395,7.095,71.155,507.5583658,0,8,4
2022/9/22 5:00,0.01,18.4,7.0325,71.46,531.8336576,0,8,5
2022/9/22 6:00,0.01,18.5325,6.615,71.1,550.155642,0,8,6
2022/9/22 7:00,0.015,18.795,6.36,70.08,595.7636187,0,8,7
2022/9/22 8:00,0.02,19.25,5.695,68.3625,670.1118677,0,8,8
2022/9/22 9:00,0.0225,19.79,5.495,66.7025,692.4173152,0,8,9
2022/9/22 10:00,0.03,20.4175,5.845,64.72,676.8822957,0,8,10
2022/9/22 11:00,0.03,20.88,5.8275,63.9025,603.5894942,0,8,11
2022/9/22 12:00,0.03,21.305,6.3125,63.24,603.2538911,0,8,12
2022/9/22 13:00,0.03,21.57,7.36,62.305,629.479572,0,8,13
2022/9/22 14:00,0.03,21.765,7.77,61.9225,666.5856031,0,8,14
2022/9/22 15:00,0.0275,21.5775,7.545,63.5225,672.942607,0,8,15
2022/9/22 16:00,0.02,21.345,7.1625,65.4175,673.9688716,0,8,16
2022/9/22 17:00,0.02,21.1775,7.08,66.7175,602.1011673,0,8,17
2022/9/22 18:00,0.02,20.79,7.08,68.3375,599.8103113,0,8,18
2022/9/22 19:00,0.01,20.315,7.47,70.425,585.5350195,0,8,19
2022/9/22 20:00,0.01,20.09,7.43,71.3675,547.7821012,0,8,20
2022/9/22 21:00,0.01,19.925,6.6575,72.045,512.0136187,0,8,21
2022/9/22 22:00,0.01,19.625,5.53,73.395,521.0457198,0,8,22
2022/9/22 23:00,0.01,19.2525,5.275,75.17,555.2675097,0,8,23
2022/9/23 0:00,0.0025,19.125,6.3925,75.7675,534.8784047,0,8,0
2022/9/23 1:00,0,18.995,6.205,76.38,521.92607,0,8,1
2022/9/23 2:00,0,18.895,6.545,76.83,520.2626459,0,8,2
2022/9/23 3:00,0,18.855,6.205,77.33,500.9922179,0,8,3
2022/9/23 4:00,0,18.8125,5.7075,78.0775,505.8608949,0,8,4
2022/9/23 5:00,0,18.8025,5.7,78.06,529.8540856,0,8,5
2022/9/23 6:00,0,18.8575,6.08,77.7475,563.7986381,0,8,6
2022/9/23 7:00,0,19.04,6.62,76.7525,608.0009728,0,8,7
2022/9/23 8:00,0,19.775,6.8575,73.15,672.3784047,0,8,8
2022/9/23 9:00,0,20.85,7.4875,68.2775,697.9571984,0,8,9
2022/9/23 10:00,0,21.7275,8.28,64.6875,689.2947471,0,8,10
2022/9/23 11:00,0,22.84,8.38,60.385,613.1322957,0,8,11
2022/9/23 12:00,0,23.725,7.9875,57.2575,606.0700389,0,8,12
2022/9/23 13:00,0,24.155,7.355,55.8775,634.9270428,0,8,13
2022/9/23 14:00,0,24.5175,7.3075,54.465,668.2587549,0,8,14
2022/9/23 15:00,0,24.615,8.42,53.4225,677.733463,0,8,15
2022/9/23 16:00,0,24.3575,9.09,53.6525,678.3560311,0,8,16
2022/9/23 17:00,0,23.765,9.6475,55.2075,620.5642023,0,8,17
2022/9/23 18:00,0,22.98,9.14,57.72,620.938716,0,8,18
2022/9/23 19:00,0,22.3275,9.07,59.885,606.692607,0,8,19
2022/9/23 20:00,0,21.9925,9.0375,60.65,568.9688716,0,8,20
2022/9/23 21:00,0,21.815,8.655,60.4325,529.7714008,0,8,21
2022/9/23 22:00,0,21.6425,8.6675,59.94,537.5826848,0,8,22
2022/9/23 23:00,0,21.305,8.16,60.045,585.0243191,0,8,23
2022/9/24 0:00,0,20.84,7.725,60.84,562.7285992,0,8,0
2022/9/24 1:00,0,20.5925,8.525,60.4125,553.8229572,0,8,1
2022/9/24 2:00,0,20.3275,8.625,60.34,530.8608949,0,8,2
2022/9/24 3:00,0,20.1025,8.8025,58.9825,518.2587549,0,8,3
2022/9/24 4:00,0,19.985,8.895,57.2725,523.229572,0,8,4
2022/9/24 5:00,0,19.94,8.5175,55.93,527.6361868,0,8,5
2022/9/24 6:00,0,19.875,8.4275,55.78,546.3132296,0,8,6
2022/9/24 7:00,0,19.8625,7.94,55.955,591.1916342,0,8,7
