DateTime,Precipitation,Temperature,Wind_speed,Humidity,Load,holiday,month,hour
2022/5/22 20:00,0.1625,18.52,3.285,81.195,497.4075875,0,4,20
2022/5/22 21:00,0.1525,18.255,2.855,83.255,463.6770428,0,4,21
2022/5/22 22:00,0.1425,18.205,2.8175,82.43,468.3414397,0,4,22
2022/5/22 23:00,0.1325,18.1525,2.8375,82.755,502.2373541,0,4,23
2022/5/23 0:00,0.1175,17.95,3.18,84.41,488.2052529,0,4,0
2022/5/23 1:00,0.105,17.6625,3.445,86.3625,474.9756809,0,4,1
2022/5/23 2:00,0.0975,17.595,3.11,85.9425,458.7937743,0,4,2
2022/5/23 3:00,0.09,17.5525,3.11,87.3025,450,0,4,3
2022/5/23 4:00,0.09,17.505,3.35,87.32,451.7898833,0,4,4
2022/5/23 5:00,0.0875,17.5525,3.52,87.145,485.3356031,0,4,5
2022/5/23 6:00,0.09,17.8825,3.15,85.87,506.4007782,0,4,6
2022/5/23 7:00,0.09,18.305,3.41,84.105,551.0262646,0,4,7
2022/5/23 8:00,0.095,18.745,3.8125,82.4775,614.0223735,0,4,8
2022/5/23 9:00,0.105,19.7875,3.54,78.0725,641.9066148,0,4,9
2022/5/23 10:00,0.1125,20.835,3.345,74.08,629.4892996,0,4,10
2022/5/23 11:00,0.12,21.38,3.75,71.7,551.6731518,0,4,11
2022/5/23 12:00,0.1125,21.885,3.82,69.245,537.655642,0,4,12
2022/5/23 13:00,0.11,22.165,3.8875,69.075,581.2548638,0,4,13
2022/5/23 14:00,0.11,22.5025,4.25,67.7775,608.7937743,0,4,14
2022/5/23 15:00,0.105,22.795,4.385,66.1575,617.422179,0,4,15
2022/5/23 16:00,0.1,22.87,4.0425,65.5975,616.8093385,0,4,16
2022/5/23 17:00,0.1,22.8,4.6775,66.7875,547.9863813,0,4,17
2022/5/23 18:00,0.1,22.35,4.9425,69.1175,531.7558366,0,4,18
2022/5/23 19:00,0.1,21.6825,5.2125,72.9375,542.7626459,0,4,19
2022/5/23 20:00,0.1,21.0975,4.945,75.6675,514.8054475,0,4,20
2022/5/23 21:00,0.0925,20.78,4.1525,77.2775,492.7431907,0,4,21
2022/5/23 22:00,0.09,20.685,3.945,77.815,496.7169261,0,4,22
2022/5/23 23:00,0.09,20.5825,3.58,78.4525,538.0544747,0,4,23
2022/5/24 0:00,0.09,20.4775,3.18,79.2625,503.2879377,0,4,0
