DateTime,Precipitation,Temperature,Wind_speed,Humidity,Load,holiday,month,hour
2022/11/29 23:00,0.0725,4.1325,14.9375,79.335,614.1527724,0,10,23
2022/11/30 0:00,0.0675,3.69,15.25,79.685,545.0632296,0,10,0
2022/11/30 1:00,0.06,3.1625,15.01,80.665,530.4961089,0,10,1
2022/11/30 2:00,0.05,2.8525,15.0875,79.45,517.6799611,0,10,2
2022/11/30 3:00,0.0575,2.5475,15.045,78.02,494.557393,0,10,3
2022/11/30 4:00,0.06,2.2425,14.765,78.1125,497.4075875,0,10,4
2022/11/30 5:00,0.06,1.925,14.3025,78.68,507.3589494,0,10,5
2022/11/30 6:00,0.06,1.5875,14.215,80.06,549.4066148,0,10,6
2022/11/30 7:00,0.0675,1.32,14.2475,81.06,617.1060311,0,10,7
2022/11/30 8:00,0.07,1.195,14.165,80.59,734.1634241,0,10,8
2022/11/30 9:00,0.07,1.135,13.5725,79.845,770.8414397,0,10,9
2022/11/30 10:00,0.075,1.075,13.215,79.735,767.5048638,0,10,10
2022/11/30 11:00,0.0725,1.025,12.8575,78.3575,703.5700389,0,10,11
2022/11/30 12:00,0.0625,0.995,12.555,77.445,696.7801556,0,10,12
2022/11/30 13:00,0.05,0.9625,13.0875,76.57,719.0515564,0,10,13
2022/11/30 14:00,0.04,0.895,12.925,75.9375,751.2208171,0,10,14
2022/11/30 15:00,0.03,0.7725,12.595,74.8125,759.4892996,0,10,15
2022/11/30 16:00,0.0225,0.5775,12.7375,73.5775,756.2159533,0,10,16
2022/11/30 17:00,0.015,0.345,12.96,74.0375,697.0428016,0,10,17
2022/11/30 18:00,0.01,0.235,12.105,73.6575,665.6468872,0,10,18
2022/11/30 19:00,0.01,0.125,12.1625,73.3025,639.4455253,0,10,19
2022/11/30 20:00,0.01,-0.005,12.55,73.3425,613.9494163,0,10,20
2022/11/30 21:00,0.01,-0.3,12.225,74.94,583.4824903,0,10,21
2022/11/30 22:00,0.0175,-0.68,12.7275,77.24,567.4075875,0,10,22
2022/11/30 23:00,0.02,-0.825,12.595,77.86,635.5888132,0,10,23
2022/12/1 0:00,0.02,-0.945,12.035,77.26,-60.40856031,0,11,0
2022/12/1 1:00,0.03,-1.195,11.235,76.1,-60.40856031,0,11,1
2022/12/1 2:00,0.0325,-1.545,11.3125,76.535,-60.40856031,0,11,2
2022/12/1 3:00,0.0425,-1.685,11.135,77.0425,-60.40856031,0,11,3
2022/12/1 4:00,0.0525,-1.825,10.12,77.5825,-60.40856031,0,11,4
2022/12/1 5:00,0.06,-1.9875,9.89,78.4675,-60.40856031,0,11,5
2022/12/1 6:00,0.06,-2.17,9.9725,79.9325,-60.40856031,0,11,6
2022/12/1 7:00,0.07,-2.16,9.2825,80.03,-60.40856031,0,11,7
2022/12/1 8:00,0.065,-1.8575,8.755,78.3425,-60.40856031,0,11,8
2022/12/1 9:00,0.055,-1.6325,9.68,77.53,-60.40856031,0,11,9
2022/12/1 10:00,0.045,-1.4075,9.1375,76.7825,-60.40856031,0,11,10
2022/12/1 11:00,0.0375,-1.0925,8.935,75.07,-60.40856031,0,11,11
2022/12/1 12:00,0.03,-0.76,8.9675,72.6425,-60.40856031,0,11,12
2022/12/1 13:00,0.025,-0.645,9.24,71.6525,-60.40856031,0,11,13
2022/12/1 14:00,0.02,-0.72,10.0175,71.7125,-60.40856031,0,11,14
2022/12/1 15:00,0.015,-0.84,10.2575,71.84,-60.40856031,0,11,15
2022/12/1 16:00,0.01,-0.6525,9.42,69.2275,-60.40856031,0,11,16
2022/12/1 17:00,0.01,-0.685,9.2725,67.625,-60.40856031,0,11,17
2022/12/1 18:00,0.01,-0.7225,9.21,67.49,-60.40856031,0,11,18
2022/12/1 19:00,0.01,-0.755,8.6725,67.375,-60.40856031,0,11,19
2022/12/1 20:00,0.0075,-0.75,8.915,67.3,-60.40856031,0,11,20
2022/12/1 21:00,0.01,-0.6725,8.4675,67.2925,-60.40856031,0,11,21
2022/12/1 22:00,0.01,-0.6,8.025,67.31,-60.40856031,0,11,22
2022/12/1 23:00,0.01,-0.5225,7.395,67.36,-60.40856031,0,11,23
