DateTime,Precipitation,Temperature,Wind_speed,Humidity,Load,holiday,month,hour,Unnamed: 9,Unnamed: 10,Unnamed: 11
2020/1/25 20:00,0.498385091577631,0.5325545590950231,0.9087201365281209,0.21528559781864087,0.9404551254620224,0.27985152912485234,0.11327414944241043,0.9966422159952729,0.4819007934286067,0.7752331192971744,0.5911966974976116
2020/1/25 21:00,0.12615550843958467,0.06060898193402753,0.39011180182169924,0.4579779029985187,0.7671047272124386,0.8491258467856067,0.4355363214649528,0.5396530628806544,0.7707602100662959,0.7215536650217699,0.7734244421612431
2020/1/25 22:00,0.48868986873452935,0.4825628428112526,0.01683848963248502,0.5460775231652788,0.35107237129449187,0.8003583454686457,0.7352850935744095,0.19385584641735532,0.16228004817324904,0.9832998440555037,0.5627439672945345
2020/1/25 23:00,0.5148755057774723,0.2161246989959441,0.33998652772486837,0.5109491434087032,0.12425401009979087,0.6243093106992025,0.9983540771915362,0.21737760023961394,0.3220942875322843,0.5379920220687148,0.6909095473382085
2020/1/26 0:00,0.8507338262024364,0.08173760273429442,0.5725639235658294,0.2008286937904119,0.7294397640158983,0.33280925823518603,0.21253095181038473,0.30308847169647213,0.27919006821265446,0.8859120250852309,0.3254909951721373
2020/1/26 1:00,0.577072136487518,0.7566787099009263,0.49289104892702906,0.521776568654331,0.5547988737120761,0.9782738300912152,0.20869959012560224,0.07196148590712315,0.5587002206084712,0.23747916995206297,0.2314449715714353
2020/1/26 2:00,0.6650631299889568,0.5389098360707422,0.641010697813968,0.5966820205658928,0.4497857219288778,0.0892972170857439,0.9423853588010866,0.18795993427051694,0.3915653089284288,0.5241676136433919,0.3861049292334372
2020/1/26 3:00,0.3609556432784664,0.1314429784965826,0.5755503911546713,0.6760213905414888,0.2691604676858914,0.5195752166177738,0.09928527320754355,0.4441083200322785,0.5317105351702283,0.6102637765203225,0.7097285312707179
2020/1/26 4:00,0.20327996148933924,0.3634870026267527,0.7425169804022328,0.18963243917160022,0.5237488359303369,0.16296029599360318,0.6763624275845834,0.7350047657433982,0.3011681645084485,0.9960979727221041,0.5252076005982435
2020/1/26 5:00,0.24973905977563438,0.02052040203273664,0.19343861304810783,0.3318148815549674,0.22427422341561687,0.10295403145862192,0.8972564771968407,0.11330051372568184,0.27488698492080943,0.027876124302718686,0.017329106294555086
2020/1/26 6:00,0.8347246810466378,0.5542375859309617,0.3666898030262866,0.2859707326156399,0.9067386858428276,0.5384534184149968,0.1601101521981393,0.6627556508947076,0.20462783838615028,0.4051793358482104,0.13145187608600617
