DateTime,Precipitation,Temperature,Wind_speed,Humidity,Load,is_anomaly,day_of_week,hour_of_day,season,holiday_label
2020/1/1 0:00,0.05759234306357408,0.6237295742874497,0.04965144057590787,0.7889656321941585,0.4333254800435842,False,0.725151324122689,0.011317819864083756,0.805341317309447,0.8341615013642845
2020/1/1 1:00,0.18850557224068243,0.6844863574404424,0.06609329149716436,0.44834321093664486,0.028345208494572782,False,0.2431992254646833,0.7223850906005853,0.284574752828874,0.11612466360946139
2020/1/1 2:00,0.5643783899567296,0.4851576883938771,0.5994682017044545,0.09341580382033832,0.10771617921030685,False,0.05706334455555151,0.256870469230995,0.8502353332051744,0.7016198017631134
2020/1/1 3:00,0.843853239865343,0.9491015008400381,0.48693010808866266,0.5090689740806179,0.13755635119457243,False,0.5851774517461504,0.7035243310582672,0.5241760747899035,0.003477268696349123
2020/1/1 4:00,0.8568879802725639,0.4251039812592007,0.8303637685213261,0.24618269140694982,0.2499965545988173,False,0.10551898810989524,0.20769678934688296,0.339402878336552,0.9191782624828028
2020/1/1 5:00,0.187815570969874,0.3301202020640619,0.43129852089883935,0.4680381127790221,0.8498803564114321,False,0.6291325415799465,0.9488368327041462,0.17095445246954621,0.5403991030384726
2020/1/1 6:00,0.05291804085680285,0.2712547589722476,0.39572808921985125,0.08147201460450515,0.40587687803092665,False,0.28389441560065554,0.8483967726117227,0.05295902267534436,0.49343568399919335
2020/1/1 7:00,0.10303700890539591,0.6427622194364412,0.8791959103309969,0.8207127616607107,0.3640029161113554,False,0.26768758968052453,0.5385745329967568,0.39364587266130036,0.44653179352053907
2020/1/1 8:00,0.22987362638733944,0.5515918605199945,0.5546211755543249,0.9923120127246522,0.2573979057989645,False,0.8286804915341545,0.105692814239566,0.9910974114703966,0.770098717175766
2020/1/1 9:00,0.5561651526659898,0.917060065107321,0.034334598622118406,0.2862352390298588,0.45148559017552714,False,0.3144019264890002,0.06549733487162368,0.4196992152971596,0.2622541863813991
2020/1/1 10:00,0.8689104638929188,0.037114010553548904,0.3352911072079199,0.9835618732673287,0.5188551290839205,False,0.35255056156352926,0.06063117058982359,0.14457583242675975,0.12660466939799853
2020/1/1 11:00,0.8849393232590133,0.551548540359631,0.5857386500795213,0.7075977979188506,0.4098254576085647,False,0.09658165366410643,0.9094620590682053,0.03268655084642713,0.5780866499194403
2020/1/1 12:00,0.6305395360635994,0.005149942914001171,0.5013252901114509,0.5211648365320735,0.7040506044959891,False,0.7250189046057162,0.4319742248796128,0.1629687270214467,0.7108521189628046
2020/1/1 13:00,0.7571944850144519,0.09881551566391866,0.1290834901659249,0.8409374902963362,0.6713179175538061,False,0.19984784699478486,0.28051848345738206,0.8333266072263907,0.06315607074070773
2020/1/1 14:00,0.3209311649651361,0.3799852248878369,0.8835174753604764,0.031059129903339144,0.5387935513927493,False,0.021146890048836298,0.6278126846681112,0.13062659275596344,0.8163275702982835
