DateTime,Precipitation,Temperature,Wind_speed,Humidity,Load,is_anomaly,day_of_week,hour_of_day,season
2020/1/1 0:00,0.3364707376977045,0.3462868538076238,0.007473683195219349,0.9630899537321553,0.31735258678790457,False,0.33389214374548015,0.3600380722129345,0.9302167724543724
2020/1/1 1:00,0.7912664307091166,0.33655451357819977,0.566403979660121,0.7204310318968189,0.12132504080209583,False,0.6691397241211763,0.46396633161491374,0.9577460511795827
2020/1/1 2:00,0.9340289745485653,0.4214282226799967,0.8242639672787376,0.3944331932076791,0.18652385521058845,False,0.7058555566926298,0.9521766291220842,0.05857641871357322
2020/1/1 3:00,0.4151788907831324,0.04344016100791381,0.7014847172765195,0.04957043042444709,0.8056811328533325,False,0.17632623680656556,0.1614577482173507,0.9320375920547223
2020/1/1 4:00,0.8256731774345779,0.7930659166594269,0.6440605462736216,0.9430932283187391,0.9424992762851931,False,0.43403551235158544,0.01915640212776104,0.5487299879641024
2020/1/1 5:00,0.8945123550839476,0.10377544864479193,0.177088131074017,0.09539088155451725,0.7820312627827696,False,0.8146268044098363,0.8616773299503449,0.8701716280993709
2020/1/1 6:00,0.021390712546300872,0.7467269709400136,0.4716619847750597,0.3502789569690822,0.26840295113509716,False,0.8098992190417549,0.7647362016242283,0.0031150572589885295
2020/1/1 7:00,0.23526395901080788,0.5565269642224708,0.12779629148666716,0.9580606433891955,0.2224467958500913,False,0.19255735101362925,0.48098255095173237,0.35860809690545425
2020/1/1 8:00,0.33441542713380357,0.5470520080815032,0.2113339466708012,0.22226551663323224,0.2790159573569516,False,0.7311483963008844,0.9460723082760502,0.9366756606433118
2020/1/1 9:00,0.9968952018168189,0.7158049975225437,0.13522393769052232,0.24918753679941863,0.8497248845292334,False,0.05104593454503359,0.002966617611114719,0.3828260275033043
2020/1/1 10:00,0.967141569876322,0.8250161659870785,0.3184904587240065,0.3525273283943592,0.4614806048534996,False,0.9197303322412186,0.43289529696217255,0.5320601599724034
2020/1/1 11:00,0.8751060415569646,0.6201819529258444,0.9472282776015226,0.052476033102004216,0.4565005023379485,False,0.9603451570154157,0.18980628417374767,0.14653170341155142
2020/1/1 12:00,0.5469655651351979,0.11093440414305555,0.07572243297792058,0.10692476169001197,0.8547219301207778,False,0.7610642864765851,0.10124216564646604,0.6815020016176375
2020/1/1 13:00,0.6370524600720897,0.9159808054462295,0.5377855433489013,0.48374162509265817,0.22813924180749,False,0.5056825833687932,0.9340074528979497,0.9458137536002369
2020/1/1 14:00,0.033201301139275,0.27143675384328614,0.7592409268046363,0.5562272069437018,0.1285293741543404,False,0.8416983682553895,0.3756296435054757,0.2979235218684393
2020/1/1 15:00,0.7969069537764232,0.7696961265001713,0.4826180678887221,0.5679655015451226,0.40247082650440946,False,0.3547609081024916,0.6369965551101777,0.8525273485959146
2020/1/1 16:00,0.7609773081525476,0.5018380636352209,0.20357001339982772,0.925278456632811,0.003172942864766326,False,0.25011617894858007,0.6935615107102321,0.48906429016271924
2020/1/1 17:00,0.5903234393832035,0.11424051607785435,0.9571100514143164,0.9678628946290376,0.2837030918122253,False,0.7851875413723992,0.08982018364733313,0.5571774594352777
