DateTime,Precipitation,Temperature,Wind_speed,Humidity,Load
2020/1/1 0:00,0.8695392908474422,0.5896037218887488,0.7474846276111158,0.883936511739964,0.551826209929432
2020/1/1 1:00,0.933970279161347,0.8071591674039118,0.09855898275063546,0.9764981946435364,0.06612066593165733
2020/1/1 2:00,0.7591686866882608,0.9917973752658247,0.099322368130906,0.33641196633534853,0.7782292367355069
2020/1/1 3:00,0.409454516368875,0.5925079174683378,0.48334087590585795,0.8713843494516806,0.9686417786009619
2020/1/1 4:00,0.4045649682483283,0.7660320817245324,0.75757254599883,0.8327263764481109,0.221856923310507
2020/1/1 5:00,0.2592893600945828,0.828439266273374,0.28757172052516233,0.41674366982777555,0.21057210863867692
2020/1/1 6:00,0.9560827660591713,0.6358996713868065,0.8199781274360399,0.09455655748503033,0.08284890546269974
2020/1/1 7:00,0.12318815114188986,0.8300185777612581,0.42814118884561236,0.11863796063409748,0.725935125421974
2020/1/1 8:00,0.8431402546078836,0.7458121114932249,0.46936145006670693,0.48166019723336495,0.5616934206461621
2020/1/1 9:00,0.5644273694056804,0.3910277324635827,0.12138325982614873,0.37210376146233703,0.827394378240509
2020/1/1 10:00,0.15471201766330767,0.7199671384629068,0.8570713678981055,0.9323533312693688,0.46062177648309055
2020/1/1 11:00,0.4236707365382698,0.6812296773258499,0.7193169557350251,0.5794252721829577,0.7203554717159942
2020/1/1 12:00,0.6329045233383228,0.6047570822981042,0.6015370975880564,0.9719296768650415,0.6447716051835806
2020/1/1 13:00,0.6368233819427802,0.6479737419878615,0.5822782769554194,0.9295029146391615,0.23261072860997378
2020/1/1 14:00,0.040812362614780495,0.9185870784842297,0.4162486635028626,0.4582981236582875,0.6070934978519207
2020/1/1 15:00,0.31983739075397233,0.22890705944653955,0.2647354117281946,0.5161078543746349,0.8496100956942092
2020/1/1 16:00,0.12546212768281995,0.5883021401917441,0.16660510882181878,0.9297286022092232,0.608433205405383
2020/1/1 17:00,0.7104671841869996,0.15961480913788828,0.9990215635003793,0.37468011963026904,0.7765550028621866
2020/1/1 18:00,0.8634117549273278,0.4289742095957749,0.5400321555257074,0.2251171269481671,0.34686768548102787
2020/1/1 19:00,0.6025173080220708,0.5076287645326403,0.8257570700282834,0.6379582817765858,0.7414946719270341
2020/1/1 20:00,0.525071909423811,0.9107832106536843,0.10531519696961289,0.35366357766094003,0.653575343674625
2020/1/1 21:00,0.6426960422105988,0.09701574589277284,0.8128377234424126,0.2616037406530116,0.056978007689580945
2020/1/1 22:00,0.5473228305008859,0.528392795799991,0.5658296757237565,0.34027551285766755,0.590315771585711
2020/1/1 23:00,0.8380934138208807,0.9887693578811679,0.9116736301172672,0.9647573737455001,0.8565728351321449
2020/1/2 0:00,0.3570922324658282,0.28562035202405,0.3112929863232228,0.3159139123862993,0.6617273450873098
2020/1/2 1:00,0.3152267464591164,0.7645931489601149,0.4185484885684454,0.2704359786166214,0.24065732520311345
2020/1/2 2:00,0.7636331055505952,0.9554278472233337,0.12679199550257458,0.8062298927234407,0.7902581668766656
2020/1/2 3:00,0.29812503363058707,0.8838259884818299,0.8273903203771598,0.005580711616943845,0.22535094924729338
2020/1/2 4:00,0.34393363130523025,0.5561910963891763,0.2647716202666369,0.717218614722959,0.8664936510542749
2020/1/2 5:00,0.17531801564957483,0.3150768253445634,0.49701823980993554,0.3336104416610791,0.368545861197076
2020/1/2 6:00,0.37166232167997504,0.09741809199472584,0.7533193415997853,0.2151130104790272,0.2092327595258584
2020/1/2 7:00,0.2830290844642728,0.3147199734192748,0.803068818407946,0.6517208152571595,0.6944908942874872
2020/1/2 8:00,0.6888117403276237,0.5805717397708113,0.5670171405851703,0.9585038903274253,0.7191779350067968
2020/1/2 9:00,0.16371458617648382,0.5165419625279898,0.3771600145071874,0.2870762374243685,0.7301560422807786
2020/1/2 10:00,0.24952249769417467,0.8478772317239635,0.5917065183022161,0.34952823607222483,0.42673525332914464
2020/1/2 11:00,0.28028014694872305,0.16085456095931294,0.1366000167933814,0.710059189443874,0.6429727365476287
2020/1/2 12:00,0.8114621373849191,0.22460268908211334,0.6353730598280485,0.31348702167100884,0.6928704718858129
2020/1/2 13:00,0.732807659445351,0.6969857936344913,0.6457407453989076,0.4519858019630103,0.01675745780028859
2020/1/2 14:00,0.700400826568026,0.6820846974406402,0.01399683490549486,0.09573034786199208,0.8919478010313168
2020/1/2 15:00,0.4798859018235111,0.7285160770870661,0.040487431318292466,0.061443057429385495,0.1456365593460045
2020/1/2 16:00,0.7786451702306151,0.47599302725392223,0.5919816610178386,0.14903517413016254,0.6318323577622358
2020/1/2 17:00,0.3462574877621737,0.16342403907612102,0.6115036485522025,0.15985165748174823,0.327354587112893
2020/1/2 18:00,0.7380115613593387,0.1762773381263779,0.788029627618595,0.6574690079244209,0.4458447701010737
2020/1/2 19:00,0.12915826738748626,0.11605522344663599,0.18925895284254757,0.3095278182848714,0.4528137148621766
2020/1/2 20:00,0.5397291891902029,0.14835952603814073,0.44777368824021213,0.06410674601805988,0.5188275892232105
