DateTime,Precipitation,Temperature,Wind_speed,Humidity,Load,holiday,month,weekday,hour
2020/1/1 0:00,0.5741323673825643,0.6032400786190524,0.36600348093436597,0.14442404486115912,0.022146829691776393,0.11070424181088578,0.011103850322883857,0.7990889759541627,0.4992909970749885
2020/1/1 1:00,0.409764982417954,0.6424373679575123,0.2779151636364092,0.43098495188449304,0.41697808842954553,0.06857863826033317,0.8723911219312134,0.6470134161243446,0.11109308062378909
2020/1/1 2:00,0.46522463012239235,0.7501410280636479,0.14917787271478045,0.42760737944838156,0.5798761072089276,0.09344027832006574,0.8889008116710344,0.25756693930765096,0.3963230717759171
2020/1/1 3:00,0.27341888188926,0.6329909732044315,0.47524386297074905,0.7394879904171958,0.3279878965802663,0.7263212308793943,0.07230204923677142,0.7642766878832555,0.04015032235277549
2020/1/1 4:00,0.9148699154975486,0.9553846577423724,0.8713196803788433,0.4328489026066715,0.7588929162775764,0.2820927424693628,0.47694854825192334,0.26536059215630114,0.8968326914206145
2020/1/1 5:00,0.24870298878896935,0.11143775430518099,0.6568023020419309,0.5678458425569339,0.8180406903381253,0.8743036380709366,0.012138611207650807,0.4189632849304529,0.9807136979215005
2020/1/1 6:00,0.3141752860863031,0.5839473570118435,0.2908208178664017,0.7453906359102048,0.37930195019398194,0.036807869986846486,0.4270721770788677,0.5328807783320844,0.08561799125751035
2020/1/1 7:00,0.49754047134504065,0.8374320396794654,0.3051621202594489,0.6167750307855405,0.3061511791633367,0.8425725580608074,0.5074101264115923,0.6890945732609384,0.10386010822258551
2020/1/1 8:00,0.28502110720077556,0.1464443169513574,0.7330367384955548,0.4850124542255926,0.689981724469608,0.7350895158024346,0.4007463649983275,0.9791842734000571,0.11265575468024636
2020/1/1 9:00,0.17712192668855775,0.1766112782472602,0.678639615742639,0.3892775289856407,0.3575507080663777,0.6922044464707205,0.8530950711602798,0.07308737604389115,0.21121983732225946
2020/1/1 10:00,0.7086138425441177,0.2958088115868812,0.5742450203370426,0.9723043183007355,0.3594059623877168,0.11129353947793763,0.3237302098669562,0.18459485566220313,0.5337715851195488
